,Unnamed: 0,店,日,時台,RECNO,加工ｺｰﾄﾞ,性別,年代,部門,AU,ﾗｲﾝ,ｸﾗｽ,JANｺｰﾄﾞ,商品名,規格名,売上数量,売上金額,見切数量,見切金額,特売数量,特売金額,ﾁﾗｼ,税抜定番売価
148,148,263,20170921,9,R20170921-30073907,P9RW20FGHHS,女性,30代,1150,169,1,4,J4902160210083,くらしモア  アップルジュース１００％,１０００ｍｌ,1,119,0,0,1,27,0,148
149,149,263,20170921,9,R20170921-30073907,P9RW20FGHHS,女性,30代,1150,167,4,1,J4902160212032,くらしモア  うす皮肉餃子,１５個入り,2,156,2,38,2,120,0,158
150,150,263,20170921,9,R20170921-30073907,P9RW20FGHHS,女性,30代,1150,173,1,2,J4902410777298,フジミニマドレーヌチョコチップ,４個入,1,100,0,0,1,7,0,108
151,151,263,20170921,9,R20170921-30073907,P9RW20FGHHS,女性,30代,1150,165,2,1,J4902553004336,ふじっ子  しそ昆布カップ,８７ｇ,1,208,0,0,0,0,0,209
152,152,263,20170921,9,R20170921-30073907,P9RW20FGHHS,女性,30代,1110,110,3,5,J4908380384023,エノキ  （大）,,1,68,0,0,0,0,0,68
153,153,263,20170921,9,R20170921-30073907,P9RW20FGHHS,女性,30代,1110,110,0,0,J4908561530607,コマツナ,１フクロ,1,48,1,49,0,0,0,98
154,154,263,20170921,9,R20170921-30073907,P9RW20FGHHS,女性,30代,1210,215,1,1,J49698534     ,日清  どん兵衛肉うどんミニ,４１ｇ,1,94,0,0,0,0,0,95
155,155,263,20170921,9,R20170921-30073907,P9RW20FGHHS,女性,30代,1110,110,3,3,J4985761100014,ブナシメジ,,1,97,0,0,0,0,0,98
156,156,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1140,152,1,3,J0257009000000,ロールイカキリミ（ダイ）,,1,97,0,0,0,0,0,98
157,157,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1120,123,8,1,J0283200000000,合挽きミンチ（解凍）,１００ｇ,1,87,0,0,0,0,0,1
158,158,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1110,110,6,1,J0400100017579,玉ねぎ,,2,57,0,0,0,0,0,29
159,159,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1120,127,9,1,J4902115206710,中華名菜  甘酢肉だんご,２７０ｇ,1,284,0,0,0,0,0,285
160,160,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1150,162,3,3,J4902160211462,くらしモア  海藻とこんにゃくサラダ,９８ｇ,1,94,0,0,0,0,0,95
161,161,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1150,162,1,7,J4902553044066,ふじっ子  麻婆豆腐の素  （中辛）,１９５ｇ,1,151,0,0,0,0,0,151
162,162,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1120,126,9,6,J4902715458007,燻製屋ウインナー,１７０ｇ,1,268,0,0,1,102,0,371
163,163,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1210,218,1,1,J4903307598446,理研  スーパードレ青じそ,１９０ｍｌ,1,151,0,0,0,0,0,151
164,164,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1110,110,3,5,J4908380384023,エノキ  （大）,,1,68,0,0,0,0,0,68
165,165,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1150,168,3,3,J4955819702064,めん楽  パックたぬきそば,１パック,1,82,0,0,1,14,0,97
166,166,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1150,162,1,1,J4975645001483,ナカシタ  御豆冨,４００ｇ,1,155,0,0,0,0,0,155
167,167,263,20170921,9,R20170921-30073908,P4PL70GEDHS,男性,60代,1150,163,2,1,J4977865041119,増子  かつおロイヤル,１本入り,1,188,0,0,0,0,0,188
168,168,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1140,152,2,3,J0254303000000,串揚げ  ばら売り,,3,165,0,0,3,127,0,98
169,169,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1150,170,1,4,J4589988972548,ロピア  絹ごし和栗プリン,１個,1,77,1,19,0,0,0,97
170,170,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1150,170,1,1,J4901112680370,ダノン  ダノンヨーグルトバニラ風味,７５ｇ×４,1,97,0,0,1,40,0,138
171,171,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1150,172,3,1,J4902160212001,くらしモア  さわやかソフトバター風味,２８０ｇ,1,157,0,0,1,31,0,189
172,172,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1150,173,1,1,J4902410209744,フジネオバターロール,６個入,1,147,0,0,1,40,0,188
173,173,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1150,173,1,2,J4902410661535,フジ  ホイップさつまいもドーナツ,１個,1,100,0,0,1,7,0,108
174,174,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1150,164,4,3,J4902705002142,明治エッセルクッキーバニラ,２００ｍｌ,1,88,0,0,1,14,0,103
175,175,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1150,164,4,3,J4902720130202,森乳ＭＯＷエチオピアモカコーヒー,１４０ｍｌ,1,75,0,0,1,27,0,103
176,176,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1210,217,1,2,J4902902146007,マロニー  サラダに！マロニーちゃん,７０ｇ,1,138,0,0,0,0,0,138
177,177,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1150,173,1,0,J4903110028840,ヤマザキ  ピュアモーニング,６枚切,1,94,0,0,0,0,0,95
178,178,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1150,173,1,2,J4903110039921,ヤマザキ薄皮巨峰ゼリー入り巨峰クリー,５個入,1,107,0,0,1,30,0,138
179,179,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1150,170,1,4,J4903110261889,ＭＨＣ  シュークリーム（ツイン）,１個,1,72,1,18,1,3,0,95
180,180,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1150,173,1,2,J4903110476948,ヤマザキマーガリンサンドブール,１個入,1,78,1,19,1,10,0,108
181,181,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1110,110,0,7,J4908380338101,チンゲンサイ,,1,79,1,78,0,0,0,158
182,182,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1110,110,3,5,J4908380384023,エノキ  （大）,,1,68,0,0,0,0,0,68
183,183,263,20170921,9,R20170921-30073910,P7WS70HFJHS,女性,40代,1110,110,3,3,J4985761400008,ホクトぶなしめじダブルパック,１フクロ,1,157,0,0,0,0,0,158
184,184,263,20170921,9,R20170921-30073911,P0WP40FAKDS,男性,60代,1140,150,3,1,J0401530008564,☆ポテトサラダミニＤＳ,,1,97,0,0,0,0,0,98
185,185,263,20170921,9,R20170921-30073911,P0WP40FAKDS,男性,60代,1140,151,4,3,J0401550033522,☆おにぎり（紀州南高梅）,,1,97,0,0,0,0,0,98
186,186,263,20170921,9,R20170921-30073911,P0WP40FAKDS,男性,60代,1140,151,4,3,J0401550033546,☆おにぎり（辛子明太子）,,1,97,0,0,0,0,0,98
187,187,263,20170921,9,R20170921-30073911,P0WP40FAKDS,男性,60代,1210,211,2,1,J4901777247680,サントリー  伊右衛門特茶,５００ｍｌ,1,170,0,0,0,0,0,170
188,188,263,20170921,9,R20170921-30073912,P5SN90FHDES,女性,60代,1210,219,1,0,J4901515122514,キッコーマン  味わいリッチ減塩醤油,４５０ｍｌ,1,257,0,0,1,10,0,268
189,189,263,20170921,9,R20170921-30073912,P5SN90FHDES,女性,60代,1150,169,1,4,J4902720069212,森永  サンキストアップル,２００ｍｌ,1,68,0,0,1,7,0,75
190,190,263,20170921,9,R20170921-30073912,P5SN90FHDES,女性,60代,1210,211,1,8,J4909411073497,キリン午後の紅茶おいしい無糖,５００ｍｌ,1,78,0,0,1,11,0,89
191,191,263,20170921,9,R20170921-30073913,P3NW50GEBCS,女性,30代,1140,151,4,1,J0401550033324,☆ひじきご飯弁当,,1,398,0,0,0,0,0,398
192,192,263,20170921,9,R20170921-30073913,P3NW50GEBCS,女性,30代,1140,151,4,3,J0401550033478,☆おにぎり（ツナマヨ）２便,,1,97,0,0,0,0,0,98
193,193,263,20170921,9,R20170921-30073913,P3NW50GEBCS,女性,30代,1140,151,4,3,J0401550033515,☆おにぎり（おかか）２便,,1,97,0,0,0,0,0,98
194,194,263,20170921,9,R20170921-30073913,P3NW50GEBCS,女性,30代,1140,151,4,3,J0401550034178,☆おにぎりセット（鮭・昆布）２便,,1,197,0,0,0,0,0,198
195,195,263,20170921,9,R20170921-30073913,P3NW50GEBCS,女性,30代,1150,169,1,5,J4902160211035,くらしモア  おなかよろこぶ乳酸菌,６５ｍｌｘ１０,1,132,0,0,0,0,0,133
196,196,263,20170921,9,R20170921-30073913,P3NW50GEBCS,女性,30代,1150,169,1,3,J4902720059213,森永  ピクニックフルーツプリズマ,２００ｍｌ,3,197,0,0,3,27,0,75
197,197,263,20170921,9,R20170921-30073913,P3NW50GEBCS,女性,30代,1150,169,1,3,J4902720122665,森永  マウントレーニアクリーミーラテ,２４０ｍｌ,2,200,0,0,2,44,0,123
198,198,263,20170921,9,R20170921-30073913,P3NW50GEBCS,女性,30代,1150,169,1,2,J4970290031540,いかるが  低脂肪乳,１０００ｍｌ,2,189,0,0,2,90,0,140
199,199,263,20170921,9,R20170921-30107433,P3QL80GCCES,男性,60代,1120,126,9,5,J0287922000000,ロースハムスライス（中）,１０ｋｇ,1,202,0,0,0,0,0,1
200,200,263,20170921,9,R20170921-30107434,P8RW10FGKAS,女性,60代,1150,176,1,1,J0267604000000,シキサイ  タクアン,,1,500,0,0,0,0,0,199
201,201,263,20170921,9,R20170921-30107434,P8RW10FGKAS,女性,60代,1150,162,1,4,J4966473002612,太陽食品  あんかけ玉子とうふ松茸枝豆,１００ｇ,1,128,0,0,0,0,0,128
202,202,263,20170921,9,R20170921-30107435,非会員,不明,不明,1210,211,1,1,J45191749     ,サントリー  オランジーナ,４２０ｍｌ,1,84,0,0,1,4,0,89
203,203,263,20170921,9,R20170921-30107435,非会員,不明,不明,1210,211,1,4,J4560292290016,レッドブル,２５０ｍｌ,1,241,0,0,0,0,0,241
204,204,263,20170921,9,R20170921-30107435,非会員,不明,不明,1150,169,1,8,J4901306044063,カゴメ  野菜生活１００オリジナル,２００ｍｌ,1,84,0,0,0,0,0,85
205,205,263,20170921,9,R20170921-30107435,非会員,不明,不明,1150,173,1,3,J4903110023449,ヤマザキまるごとソーセージ,,1,100,0,0,1,7,0,108
206,206,263,20170921,9,R20170921-30107436,P7NR40FHDHS,女性,70代,1150,173,1,7,J4525896001079,名方挽茶パン,ゴゴ,2,193,0,0,0,0,0,97
207,207,263,20170921,9,R20170921-30107436,P7NR40FHDHS,女性,70代,1150,173,1,0,J4903110097198,ヤマザキレーズンゴールド,６枚入,1,188,1,47,0,0,0,236
208,208,263,20170921,9,R20170921-30107437,P4QL80GJCCS,男性,40代,1140,151,4,1,J0401550034079,☆焼きそば・炒飯セット,,1,397,0,0,0,0,0,398
209,209,263,20170921,9,R20170921-30107437,P4QL80GJCCS,男性,40代,1150,169,1,5,J4901306077009,カゴメ  生きて腸まで届くビフィズス菌,１００ｍｌ＊３,1,118,0,0,0,0,0,118
210,210,263,20170921,9,R20170921-30107437,P4QL80GJCCS,男性,40代,1150,173,1,1,J4901820720986,パスコ  バタークッキースティック,５本入,1,97,0,0,1,43,0,141
211,211,263,20170921,9,R20170921-30107437,P4QL80GJCCS,男性,40代,1150,166,1,1,J4902130358951,くらしモア  ニューダイヤアイス,１ｋｇ,1,178,0,0,0,0,0,178
212,212,263,20170921,9,R20170921-30107438,P5QQ30FBFHS,女性,50代,1110,110,6,8,J0210137000000,カボチヤ１／４,,1,167,0,0,0,0,0,1
213,213,263,20170921,9,R20170921-30107438,P5QQ30FBFHS,女性,50代,1110,117,1,1,J0215137000000,生産者,,1,144,0,0,0,0,0,1
214,214,263,20170921,9,R20170921-30107438,P5QQ30FBFHS,女性,50代,1120,125,9,1,J0285928000000,紀の国みかんどりもも切身,２３０ｇ,1,454,0,0,0,0,0,1
215,215,263,20170921,9,R20170921-30107438,P5QQ30FBFHS,女性,50代,1120,125,9,1,J0285928000000,紀の国みかんどりもも切身,２３０ｇ,1,442,0,0,0,0,0,1
216,216,263,20170921,9,R20170921-30107438,P5QQ30FBFHS,女性,50代,1120,125,9,1,J0285928000000,紀の国みかんどりもも切身,２３０ｇ,1,456,0,0,0,0,0,1
217,217,263,20170921,9,R20170921-30107438,P5QQ30FBFHS,女性,50代,1150,169,1,1,J4902705126558,明治  おいしい牛乳,９００ｍｌ,1,218,0,0,1,10,0,228
218,218,263,20170921,9,R20170921-30107438,P5QQ30FBFHS,女性,50代,1150,175,1,1,J4975645560034,豆華  なめらかきぬ,３８０ｇ,1,209,0,0,0,0,0,210
219,219,263,20170921,9,R20170921-30107439,P7UW80GJCGS,男性,80代,1150,167,4,4,J4901006251624,井村屋  肉まん,３個入り,1,147,0,0,1,30,0,178
220,220,263,20170921,9,R20170921-30107439,P7UW80GJCGS,男性,80代,1210,212,1,2,J4902160133788,くらしモア  コーヒーフレッシュ,５ｍｌ×４５Ｐ,1,157,0,0,1,12,0,171
221,221,263,20170921,9,R20170921-30107439,P7UW80GJCGS,男性,80代,1120,126,9,2,J4902586002651,鹿児島発  特選ももハム切り落とし,１４５ｇ,1,339,0,0,0,0,0,338
222,222,263,20170921,9,R20170921-30107439,P7UW80GJCGS,男性,80代,1150,162,1,3,J4903137043383,山食  なめらか絹厚あげ,４個入り,1,128,0,0,0,0,0,128
223,223,263,20170921,9,R20170921-30107439,P7UW80GJCGS,男性,80代,1150,168,1,4,J4958293000831,オークワ  焼きそば１食,,1,18,0,0,0,0,0,18
224,224,263,20170921,9,R20170921-30107439,P7UW80GJCGS,男性,80代,1150,167,1,2,J49761627     ,別寅  梅,７０ｇ,1,107,0,0,0,0,0,108
225,225,263,20170921,9,R20170921-30107439,P7UW80GJCGS,男性,80代,1150,167,1,2,J49761634     ,別寅  半テラ,１００ｇ,1,107,0,0,1,20,0,128
226,226,263,20170921,9,R20170921-30107440,P8WS60BGJBS,女性,20代,1210,218,1,1,J4902380194361,日清オイリオ  ダイエットうまくち和風,１８５ｍｌ,2,315,0,0,0,0,0,158
227,227,263,20170921,9,R20170921-30107442,P0PN40GFHES,男性,60代,1150,167,2,1,J4902150359471,くらしモアニッスイ  ちくわ,４本入り,2,162,0,0,2,6,0,85
228,228,263,20170921,9,R20170921-30107442,P0PN40GFHES,男性,60代,1110,110,6,7,J4982909714430,土ごぼう,Ｓ３Ｐ,2,302,0,0,2,12,0,158
229,229,263,20170921,9,R20170921-30107443,P6LR50FGGES,女性,70代,1150,169,1,1,J4902160200565,くらしモアみどりの国牛乳,１０００ｍｌ,2,336,0,0,2,24,0,180
230,230,263,20170921,9,R20170921-30107443,P6LR50FGGES,女性,70代,1110,115,9,7,J4902160423421,くらしモアバナナ,,1,97,0,0,0,0,0,98
231,231,263,20170921,9,R20170921-30107443,P6LR50FGGES,女性,70代,1110,110,5,6,J4905217193896,緑豆もやし,アスナ,1,9,1,9,0,0,0,19
232,232,263,20170921,9,R20170921-30107443,P6LR50FGGES,女性,70代,1110,115,9,7,J4968102102274,カンジユクオウ,ケース,1,123,1,124,0,0,0,248
233,233,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1130,191,0,6,J0232221000000,オツクリ  シユンセンモリ,,1,598,0,0,0,0,0,1
234,234,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1140,152,2,2,J0257569000000,北海道産秋鮭フライ（タルタルソース）,,1,278,0,0,0,0,0,1
235,235,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1120,122,5,3,J0282608000000,ローストビーフ土佐づくり,ＰＫ,1,397,0,0,0,0,0,1
236,236,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1150,164,2,1,J4901005330009,グリコ  バニラティエ,８７ｍｌＸ６,1,194,0,0,1,25,0,220
237,237,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1150,173,1,3,J4901408301934,神戸屋  おかずぱん  焼きそばドッグ,,2,176,0,0,0,0,0,88
238,238,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1150,165,2,1,J4902160210090,くらしモアマルヤナギ  ごま昆布,１１０ｇ,1,151,0,0,1,19,0,171
239,239,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1150,169,1,5,J4903080748960,ヤクルト  ヤクルト１０本パック,６５ｍｌ×１０,1,368,0,0,1,31,0,400
240,240,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1150,173,1,3,J4903110023449,ヤマザキまるごとソーセージ,,2,200,0,0,2,14,0,108
241,241,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1150,170,1,4,J4903110267218,ＭＨＣ  ワッフル４個入り,４個入り,1,182,0,0,0,0,0,183
242,242,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1150,170,1,4,J4933602408331,ＭＨＣ  ４つに切れてるフルーツロール,４個入,1,328,0,0,0,0,0,328
243,243,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1110,110,6,1,J4951290810014,たまねぎ,１ネツト,1,197,0,0,0,0,0,198
244,244,263,20170921,9,R20170921-30107444,P9LR70FHFDS,男性,70代,1150,169,1,3,J4971666411775,グリコ  たっぷりミルクのカフェオーレ,１８０ｍｌ,2,156,0,0,2,33,0,95
245,245,263,20170921,9,R20170921-30107445,P5LQ00FGKBS,男性,70代,1210,211,1,7,J4902102118644,Ｇヨーロピアン香るブラック,２９０ｍｌ,1,89,0,0,1,1,0,91
246,246,263,20170921,9,R20170921-30107445,P5LQ00FGKBS,男性,70代,1120,126,9,8,J4902115326340,とろける４種チーズのハンバーグ,２８２ｇ,1,362,0,0,1,8,0,371
247,247,263,20170921,9,R20170921-30107445,P5LQ00FGKBS,男性,70代,1110,115,5,1,J4908380457024,キヨホウ,,1,388,0,0,1,9,0,398
248,248,263,20170921,9,R20170921-30107445,P5LQ00FGKBS,男性,70代,1150,161,2,1,J49377736     ,たまごＬ寸,１０Ｈ,1,190,0,0,1,4,0,195
249,249,263,20170921,9,R20170921-30107446,P0ML30BFHES,男性,70代,1210,215,1,1,J4901071276591,エース  ワンタンミニ,カップ,2,189,0,0,0,0,0,95
250,250,263,20170921,9,R20170921-30107446,P0ML30BFHES,男性,70代,1210,215,1,1,J4901734005674,サンヨーみそラーメンミニどんぶり,４７ｇ,1,94,0,0,0,0,0,95
251,251,263,20170921,9,R20170921-30107446,P0ML30BFHES,男性,70代,1150,169,1,2,J4908011521902,雪印メグ  すっきりＣａ鉄低脂肪,５００ｍｌ,1,113,0,0,0,0,0,113
252,252,263,20170921,9,R20170921-30107446,P0ML30BFHES,男性,70代,1210,215,1,1,J49698527     ,日清  どん兵衛ミニ天そば,カップ,1,94,0,0,0,0,0,95
253,253,263,20170921,9,R20170921-30107447,P6PM40FHDKS,女性,60代,1140,152,2,2,J0256613000000,アジフライばら売り,,2,188,0,0,2,6,0,98
254,254,263,20170921,9,R20170921-30107447,P6PM40FHDKS,女性,60代,1150,170,1,1,J4901112100076,ダノン  デンシアプレーン・砂糖不使用,８０ｇｘ４,1,182,0,0,1,15,0,198
255,255,263,20170921,9,R20170921-30107447,P6PM40FHDKS,女性,60代,1210,210,1,1,J4902160132637,くらしモア  いわし味付,１００ｇ,2,193,0,0,2,42,0,118
256,256,263,20170921,9,R20170921-30107447,P6PM40FHDKS,女性,60代,1150,173,1,0,J4902410148210,フジ  ライ麦食パン山型,３個入,1,57,1,59,1,1,0,118
257,257,263,20170921,9,R20170921-30107447,P6PM40FHDKS,女性,60代,1210,212,1,2,J4902720117463,森永乳業  スキムミルク,１８５ｇ,1,301,0,0,1,11,0,313
258,258,263,20170921,9,R20170921-30107447,P6PM40FHDKS,女性,60代,1110,110,3,5,J4908380384023,エノキ  （大）,,1,65,0,0,1,2,0,68
259,259,263,20170921,9,R20170921-30107447,P6PM40FHDKS,女性,60代,1150,167,3,6,J4970050071229,くらしモア  調理済みおでん２パック,６種６品ｘ２,1,287,0,0,1,80,0,368
260,260,263,20170921,9,R20170921-30107448,J5SP00ACFGS,女性,50代,1150,173,1,1,J4901408204587,神戸屋むぎの詩プチくるみ,,1,130,1,130,0,0,0,261
261,261,263,20170921,9,R20170921-30107448,J5SP00ACFGS,女性,50代,1150,173,1,1,J4901820720986,パスコ  バタークッキースティック,５本入,1,97,0,0,1,43,0,141
262,262,263,20170921,9,R20170921-30107448,J5SP00ACFGS,女性,50代,1150,167,3,6,J4902519048985,フジミツ  ふっくら五目がんも,３個入り,1,158,1,39,0,0,0,198
263,263,263,20170921,9,R20170921-30107448,J5SP00ACFGS,女性,50代,1150,162,1,1,J4958293004914,オークワ  絹こしとうふ,３００ｇ,2,76,0,0,0,0,0,38
264,264,263,20170921,9,R20170921-30107448,J5SP00ACFGS,女性,50代,1110,110,1,2,J4982909843888,理由ありとまと,袋,1,250,0,0,0,0,0,250
265,265,263,20170921,9,R20170921-30107449,P7WN00FBFCS,女性,70代,1130,191,3,5,J0231606000000,ブリ（アラ）,,1,255,0,0,0,0,0,1
266,266,263,20170921,9,R20170921-30107449,P7WN00FBFCS,女性,70代,1130,191,3,5,J0231606000000,ブリ（アラ）,,1,233,0,0,0,0,0,1
267,267,263,20170921,9,R20170921-30107449,P7WN00FBFCS,女性,70代,1110,110,2,2,J0400100013427,大根  Ｌ,,1,180,0,0,0,0,0,180
268,268,263,20170921,9,R20170921-30107449,P7WN00FBFCS,女性,70代,1110,115,8,0,J0400150018236,りんごバラ売り,,3,292,0,0,0,0,0,98
269,269,263,20170921,9,R20170921-30107449,P7WN00FBFCS,女性,70代,1210,215,1,0,J4901990062060,東水  トレーワンタン旨みしょうゆ味,５５ｇ,2,215,0,0,0,0,0,108
270,270,263,20170921,9,R20170921-30107449,P7WN00FBFCS,女性,70代,1210,215,1,0,J4901990062084,東水  トレーワンタン旨味しお味,５５ｇ,1,107,0,0,0,0,0,108
271,271,263,20170921,9,R20170921-30107449,P7WN00FBFCS,女性,70代,1210,210,1,1,J4902160132637,くらしモア  いわし味付,１００ｇ,2,200,0,0,2,35,0,118
272,272,263,20170921,9,R20170921-30107449,P7WN00FBFCS,女性,70代,1150,162,1,6,J4958293006932,オークワ  鰹昆布仕立て海老茶碗蒸し,２００ｇ,3,502,0,0,3,30,0,178
273,273,263,20170921,9,R20170921-30107449,P7WN00FBFCS,女性,70代,1150,162,3,1,J4958293007182,オークワ  田舎こんにゃく,３００ｇ,1,197,0,0,1,10,0,208
274,274,263,20170921,9,R20170921-30107449,P7WN00FBFCS,女性,70代,1110,110,3,2,J4960346020024,ムラジマンナマシイタケオオブクロ,１フクロ,1,278,0,0,0,0,0,278
275,275,263,20170921,9,R20170921-30107449,P7WN00FBFCS,女性,70代,1150,162,1,1,J4975645001599,三代目中下豆腐店  京型おぼろ,５００ｇ,1,151,0,0,0,0,0,151
276,276,263,20170921,9,R20170921-30107450,P7RR20BKBHS,女性,40代,1120,122,4,5,J0282352000000,オージービーフバラ切り落としプルコギ,１８０ｇ定,1,497,0,0,0,0,0,1
277,277,263,20170921,9,R20170921-30107450,P7RR20BKBHS,女性,40代,1150,167,4,1,J4901530210500,紀文  海老餃子,１２個入り,1,138,0,0,1,50,0,188
278,278,263,20170921,9,R20170921-30107450,P7RR20BKBHS,女性,40代,1140,151,4,5,J4903412025103,ミックスおはぎ,４個入り,1,397,0,0,0,0,0,398
279,279,263,20170921,9,R20170921-30107450,P7RR20BKBHS,女性,40代,1150,168,1,1,J4955819700466,めん楽  細うどん,１８０ｇ,3,81,0,0,0,0,0,27
280,280,263,20170921,9,R20170921-30107451,P5UT30GGEKS,男性,80代,1150,177,1,1,J0267723000000,マルハマ  テンプラツメアワセセツト,,1,370,0,0,0,0,0,300
